"Anatomical Structures, Cell Types and Biomarkers Table for Thymus v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Maigan Brusko; Rebecca T. Beuschel; Andrea J. Radtke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-4331-2202; 0000-0002-3882-457X; 0000-0003-4379-8967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Sarah A. Teichmann; Jakub Abramson; Tom Taghon; Ellen Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-6294-6366; 0000-0002-1745-8996; 0000-0002-5781-0288; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,DOI: 10.1126/science.aay3224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM284.RFDC.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,05/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,All Gene Biomarkers,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,BGene/7,BGene/7/LABEL,BGene/7/ID,BGene/8,BGene/8/LABEL,BGene/8/ID,BGene/9,BGene/9/LABEL,BGene/9/ID,BGene/10,BGene/10/LABEL,BGene/10/ID,All Protein Biomarkers,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,BProtein/7,BProtein/7/LABEL,BProtein/7/ID,BProtein/8,BProtein/8/LABEL,BProtein/8/ID,BProtein/9,BProtein/9/LABEL,BProtein/9/ID,BProtein/10,BProtein/10/LABEL,BProtein/10/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES,REF/3,REF/3/DOI,REF/3/NOTES,REF/4,REF/4/DOI,REF/4/NOTES
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,,,,monocyte,monocyte,CL:0000576,,"CD52, CTSS, FCN1, LYZ, S100A4, S100A6, S100A8, S100A9, S100A12, VCAN",CD52,CD52,HGNC:1804,CTSS,CTSS,HGNC:2545,FCN1,FCN1,HGNC:3623,LYZ,LYZ,HGNC:6740,S100A4,S100A4,HGNC:10494,S100A6,S100A6,HGNC:10496,S100A8,S100A8,HGNC:10498,S100A9,S100A9,HGNC:10499,S100A12,S100A12,HGNC:10489,VCAN,VCAN,HGNC:2464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,,,,CD4+ T single positive thymocyte,mature CD4 single-positive thymocyte,CL:0002436,,"ABLIM1, ADD3, C1orf228, CAMK4, DENND2D, GIMAP7, ID2, IFTIM2, RPL17, SELL",ABLIM1,ABLIM1,HGNC:78,ADD3,ADD3,HGNC:245,C1orf228,ARMH1,HGNC:34345,CAMK4,CAMK4,HGNC:1464,DENND2D,DENND2D,HGNC:26192,GIMAP7,GIMAP7,HGNC:22404,ID2,ID2,HGNC:5361,RPL17,RPL17,HGNC:10307,SELL,SELL,HGNC:10720,,,,"CD1a-, CD3+, CD4+, CD8-, CD38-, CD45RO+",CD1a-,CD1A,HGNC:1634,CD3+,CD3E,HGNC:1674,CD4+,CD4,HGNC:1678,CD8-,CD8A,HGNC:1706,CD38-,CD38,HGNC:1667,CD45RO+,PTPRC,HGNC:9666,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Flores KG, Li J, Sempowski GD, Haynes BF, Hale LP. Analysis of the human thymic perivascular space during aging. J Clin Invest. 1999 Oct;104(8):1031-9.",DOI: 10.1172/JCI7558.,"AS-CT,CT-B",,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,,,,CD8+ T single positive thymocyte,mature CD8 single-positive thymocyte,CL:0002437,,"ACTN1, CD7, CD8A, CD8B, CHI3L2, GZMM, IL7R, LRRN3, RP11-291B21.2, STK17A",ACTN1,ACTN1,HGNC:163,CD7,CD7,HGNC:1695,CD8A,CD8A,HGNC:1706,CD8B,CD8B,HGNC:1707,CHI3L2,CHI3L2,HGNC:1933,GZMM,GZMM,HGNC:4712,IL7R,IL7R,HGNC:6024,LRRN3,LRRN3,HGNC:17200,STK17A,STK17A,HGNC:11395,,,,"CD1a-, CD3+, CD4-, CD8+, CD38-, CD45RO+",CD1a-,CD1A,HGNC:1634,CD3+,CD3E,HGNC:1674,CD4-,CD4,HGNC:1678,CD8+,CD8A,HGNC:1706,CD38-,CD38,HGNC:1667,CD45RO+,PTPRC,HGNC:9666,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Flores KG, Li J, Sempowski GD, Haynes BF, Hale LP. Analysis of the human thymic perivascular space during aging. J Clin Invest. 1999 Oct;104(8):1031-9.",DOI: 10.1172/JCI7558.,"AS-CT,CT-B",,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,,,,beige adipocyte,beige adipocyte,CL:0001070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBX-1+,TBX-1+,TBX1,HGNC: 11592,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Banfai K, Ernszt D, Pap A, Bai P, Garai K, Belharazem D, Pongracz JE, Kvell K. ""Beige"" Cross Talk Between the Immune System and Metabolism. Front Endocrinol (Lausanne). 2019 Jun 18;10:369.",DOI: 10.3389/fendo.2019.00369,"AS-CT, CT-B","Rezzani R, Nardo L, Favero G, Peroni M, Rodella LF. Thymus and aging: morphological, radiological, and functional overview. Age (Dordr). 2014 Feb;36(1):313-51. 10.1007/s11357-013-9564-5",DOI: 10.1007/s11357-013-9564-5,AS-CT,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,parasympathetic cholinergic nerve,parasympathetic cholinergic nerve,UBERON:8410062,,,,Added new term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acetylcholinesterase (AChE)+,AChE+,ACHE,HGNC:108,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Mignini F, Sabbatini M, Mattioli L, Cosenza M, Artico M, Cavallotti C. Neuro-immune modulation of the thymus microenvironment (review). Int J Mol Med. 2014 Jun;33(6):1392-400.",DOI: 10.3892/ijmm.2014.1709,AS,,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,thymic artery,thymic artery,UBERON:0018243,,,,blood endothelial cell,blood vessel endothelial cell,CL:0000071,,"A2M, AQP1, BCAM, IFI27, NPDC1, PLVAP, RAMP2, RNASE1, SPARCL1, TM4SF1",A2M,A2M,HGNC:7,AQP1,AQP1,HGNC:633,BCAM,BCAM,HGNC:6722,IFI27,IFI27,HGNC:5397,NPDC1,NPDC1,HGNC:7899,PLVAP,PLVAP,HGNC:13635,RAMP2,RAMP2,HGNC:9844,RNASE1,RNASE1,HGNC:10044,SPARCL1,SPARCL1,HGNC:11220,TM4SF1,TM4SF1,HGNC:11853,CD31+,CD31+,PECAM,HGNC:8823,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,"AS-CT, CT-B","Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",DOI: 10.1080/01926230600865549,AS-CT,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,thymic vein,thymic vein,UBERON:0001591,,,,blood endothelial cell,blood vessel endothelial cell,CL:0000071,,"A2M, AQP1, BCAM, IFI27, NPDC1, PLVAP, RAMP2, RNASE1, SPARCL1, TM4SF1",A2M,A2M,HGNC:7,AQP1,AQP1,HGNC:633,BCAM,BCAM,HGNC:6722,IFI27,IFI27,HGNC:5397,NPDC1,NPDC1,HGNC:7899,PLVAP,PLVAP,HGNC:13635,RAMP2,RAMP2,HGNC:9844,RNASE1,RNASE1,HGNC:10044,SPARCL1,SPARCL1,HGNC:11220,TM4SF1,TM4SF1,HGNC:11853,CD31+,CD31+,PECAM,HGNC:8823,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,"AS-CT, CT-B","Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",DOI: 10.1080/01926230600865549,AS-CT,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,,,,sympathetic noradrenergic nerve,sympathetic noradrenergic neuron,CL:3000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tyrosine hydroxylase (TH)+,TH+,TH,HGNC:11782,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Mignini F, Sabbatini M, Mattioli L, Cosenza M, Artico M, Cavallotti C. Neuro-immune modulation of the thymus microenvironment (review). Int J Mol Med. 2014 Jun;33(6):1392-400.",DOI: 10.3892/ijmm.2014.1709,AS,,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,,,,macrophage,thymic macrophage,CL:0000866,,"APOE, C1QA, C1QB, C1QC, LGMN, MS4A7, RNASE1, SEPP1, SLC40A1, STAB1 (general macrophages)",APOE,APOE,HGNC:613,C1QA,C1QA,HGNC:1241,C1QB,C1QB,HGNC:1242,C1QC,C1QC,HGNC:1245,LGMN,LGMN,HGNC:9472,MS4A7,MS4A7,HGNC:13378,RNASE1,RNASE1,HGNC:10044,SELENOP,SELENOP,HGNC:10751,SLC40A1,SLC40A1,HGNC:10909,STAB1,STAB1,HGNC:18628,"CD11b+, CD11c+, CD54+, CD68+, CD163+, CD209+, Lysozyme+",CD11b+,ITGAM,HGNC:6149,CD11c+,ITGAX,HGNC:6152,CD54+,ICAM1,HGNC:5344,CD68+,CD68,HGNC:1693,CD163+,CD163,HGNC:1631,CD209+,CD209,HGNC:1641,Lysozyme+,LYZ,HGNC:6740,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Wakimoto T, Tomisaka R, Nishikawa Y, Sato H, Yoshino T, Takahashi K. Identification and characterization of human thymic cortical dendritic macrophages that may act as professional scavengers of apoptotic thymocytes. Immunobiology. 2008;213(9-10):837-47.",DOI: 10.1016/j.imbio.2008.07.032,"AS-CT, CT-B",Haynes BF. The human thymic microenvironment. Adv Immunol. 1984;36:87-142.,DOI: 10.1016/s0065-2776(08)60900-1,AS-CT,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,,,,conventional dendritic cell 1,CD8alpha-positive thymic conventional dendritic cell,CL:0002059,,"BATF3, C1orf54, CLEC9A, CPVL, DNASE1L3, HLA-DPA1, IRF8, LGALS2, LYZ, RGCC",BATF3,BATF3,HGNC:28915,C1orf54,C1orf54,HGNC:26258,CLEC9A,CLEC9A,HGNC:26705,CPVL,CPVL,HGNC:14399,DNASE1L3,DNASE1L3,HGNC:2959,HLA-DPA1,HLA-DPA1,HGNC:4938,IRF8,IRF8,HGNC:5358,LGALS2,LGALS2,HGNC:6562,LYZ,LYZ,HGNC:6740,RGCC,RGCC,HGNC:20369,"CD4+, CD11b-, CD11c+, CD33(lo), CD45RA(lo), CD83+, CD141+, SIRPa-, XCR1+",CD4+,CD4,HGNC:1678,CD11b-,ITGAM,HGNC:6149,CD11c+,ITGAX,HGNC:6152,CD33(lo),CD33,HGNC:1659,CD45RA(lo),PTPRC,HGNC:9666,CD83+,CD83,HGNC:1703,CD141+,THBD,HGNC:11784,SIRPa-,SIRPA,HGNC:9662,XCR1+,XCR1,HGNC:1625,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,"AS-CT, CT-B","Bendriss-Vermare N, Barthélémy C, Durand I, Bruand C, Dezutter-Dambuyant C, Moulian N, Berrih-Aknin S, Caux C, Trinchieri G, Brière F. Human thymus contains IFN-alpha-producing CD11c(-), myeloid CD11c(+), and mature interdigitating dendritic cells. J Clin Invest. 2001 Apr;107(7):835-44.",DOI: 10.1172/JCI11734,"AS-CT, CT-B","Gurka S, Dirks S, Photiadis J, Kroczek RA. Expression analysis of surface molecules on human thymic dendritic cells with the 10th HLDA Workshop antibody panel. Clin Transl Immunology. 2015 Oct 30;4(10):e47.",DOI: 10.1038/cti.2015.21,CT-B,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,,,,conventional dendritic cell 2,CD8alpha-negative thymic conventional dendritic cell,CL:0002460,,"ALDH2, CD1C, CLEC10A, CTSH, GSN, HLA-DQA1, HLA-DQB1, JAML, LGALS2, MNDA",ALDH2,ALDH2,HGNC:404,CD1C,CD1C,HGNC:1636,CLEC10A,CLEC10A,HGNC:16916,CTSH,CTSH,HGNC:2535,GSN,GSN,HGNC:4620,HLA-DQA1,HLA-DQA1,HGNC:4942,HAL-DQB1,HAL-DQB1,HGNC:4944,JAML,JAML,HGNC:19084,LGALS2,LGALS2,HGNC:6562,MNDA,MNDA,HGNC:7183,"CD4+, CD11b+, CD11c+, CD33(hi), CD45RA(lo), CD83+, CD141-, SIRPa+, XCR1-",CD4+,CD4,HGNC:1678,CD11b+,ITGAM,HGNC:6149,CD11c+,ITGAX,HGNC:6152,CD33(hi),CD33,HGNC:1659,CD45RA(lo),PTPRC,HGNC:9666,CD83+,CD83,HGNC:1703,CD141-,THBD,HGNC:11784,SIRPa+,SIRPA,HGNC:9662,XCR1-,XCR1,HGNC:1625,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,"AS-CT, CT-B","Bendriss-Vermare N, Barthélémy C, Durand I, Bruand C, Dezutter-Dambuyant C, Moulian N, Berrih-Aknin S, Caux C, Trinchieri G, Brière F. Human thymus contains IFN-alpha-producing CD11c(-), myeloid CD11c(+), and mature interdigitating dendritic cells. J Clin Invest. 2001 Apr;107(7):835-44.",DOI: 10.1172/JCI11734,"AS-CT, CT-B","Gurka S, Dirks S, Photiadis J, Kroczek RA. Expression analysis of surface molecules on human thymic dendritic cells with the 10th HLDA Workshop antibody panel. Clin Transl Immunology. 2015 Oct 30;4(10):e47.",DOI: 10.1038/cti.2015.21,CT-B,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,parasympathetic cholinergic nerve,parasympathetic cholinergic nerve,UBERON:8410062,,,,Added new term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acetylcholinesterase (AChE)+,AChE+,ACHE,HGNC:108,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Mignini F, Sabbatini M, Mattioli L, Cosenza M, Artico M, Cavallotti C. Neuro-immune modulation of the thymus microenvironment (review). Int J Mol Med. 2014 Jun;33(6):1392-400.",DOI: 10.3892/ijmm.2014.1709,AS,,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,thymic artery,thymic artery,UBERON:0018243,,,,blood endothelial cell,blood vessel endothelial cell,CL:0000071,,"A2M, AQP1, BCAM, IFI27, NPDC1, PLVAP, RAMP2, RNASE1, SPARCL1, TM4SF1",A2M,A2M,HGNC:7,AQP1,AQP1,HGNC:633,BCAM,BCAM,HGNC:6722,IFI27,IFI27,HGNC:5397,NPDC1,NPDC1,HGNC:7899,PLVAP,PLVAP,HGNC:13635,RAMP2,RAMP2,HGNC:9844,RNASE1,RNASE1,HGNC:10044,SPARCL1,SPARCL1,HGNC:11220,TM4SF1,TM4SF1,HGNC:11853,CD31+,CD31+,PECAM,HGNC:8823,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,"AS-CT, CT-B","Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",DOI: 10.1080/01926230600865549,AS-CT,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,thymic vein,thymic vein,UBERON:0001591,,,,blood endothelial cell,blood vessel endothelial cell,CL:0000071,,"A2M, AQP1, BCAM, IFI27, NPDC1, PLVAP, RAMP2, RNASE1, SPARCL1, TM4SF1",A2M,A2M,HGNC:7,AQP1,AQP1,HGNC:633,BCAM,BCAM,HGNC:6722,IFI27,IFI27,HGNC:5397,NPDC1,NPDC1,HGNC:7899,PLVAP,PLVAP,HGNC:13635,RAMP2,RAMP2,HGNC:9844,RNASE1,RNASE1,HGNC:10044,SPARCL1,SPARCL1,HGNC:11220,TM4SF1,TM4SF1,HGNC:11853,CD31+,CD31+,PECAM,HGNC:8823,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,"AS-CT, CT-B","Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",DOI: 10.1080/01926230600865549,AS-CT,,,,,,
