"Anatomical Structures, Cell Types and Biomarkers Table for Single Lobe Lung v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Gloria Pryhuber; Xin Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-9185-3994; 0000-0001-8387-4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Jeff Whitsett; Ed Morrisey; Martijn Nawijn; Purushotha Tata; Ansley Conchola; Kristin Ardlie;  Ellen Quardokus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0003-1668-5174; 0000-0001-5785-1939;  0000-0003-3372-6521; 0000-0003-4837-0337; 0000-0002-2385-6712; 0000-0003-4272-6283; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"DOI: 10.1038/s41586-020-2922-4; DOI: 10.1152/physrev.00001.2018; DOI: 10.1038/s41586-018-0394-6; DOI:10.1172/jci.insight.90558; DOI: 10.1126/sciadv.aba1983; DOI: 10.7554/eLife.62522; DOI: 10.1164/rccm.201911-2199OC; Gray's Anatomy The Anatomical Basis of Clinical Practice ed.Standring, S. Elsevier. 2021 ISBN:978-0-7020-7705-0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM396.QVLQ.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,5/6/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/1/Notes,AS/2,AS/2/LABEL,AS/2/ID,AS/2/Notes,AS/3,AS/3/LABEL,AS/3/ID,AS/3/Notes,AS/4,AS/4/LABEL,AS/4/ID,AS/4/Notes,AS/5,AS/5/LABEL,AS/5/ID,AS/5/Notes,AS/6,AS/6/LABEL,AS/6/ID,AS/6/Notes,AS/7,AS/7/LABEL,AS/7/ID,AS/7/Notes,AS/8,AS/8/LABEL,AS/8/ID,AS/8/Notes,AS/9,AS/9/LABEL,AS/9/ID,AS/9/Notes,AS/10,AS/10/LABEL,AS/10/ID,AS/10/Notes,AS/11,AS/11/LABEL,AS/11/ID,AS/11/Notes,AS/12,AS/12/LABEL,AS/12/ID,AS/12/Notes,AS/13,AS/13/LABEL,AS/13/ID,AS/13/Notes,AS/14,AS/14/LABEL,AS/14/ID,AS/14/Notes,AS/15,AS/15/LABEL,AS/15/ID,AS/15/Notes,AS/16,AS/16/LABEL,AS/16/ID,AS/16/Notes,AS/17,AS/17/LABEL,AS/17/ID,AS/17/Notes,AS/18,AS/18/LABEL,AS/18/ID,AS/18/Notes,AS/19,AS/19/LABEL,AS/19/ID,AS/19/Notes,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,CT/2,CT/2/LABEL,CT/2/ID,CT/2/NOTES,Ref/1,Ref/1/DOI,Ref/1/NOTES,AS-CT Notes,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/1/Notes,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/2,REF/2/DOI
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,"Heitzman ER, Markarian B, Berger I, Dailey E. The secondary pulmonary lobule: a practical concept for interpretation of chest radiographs. I. Roentgen anatomy of the normal secondary pulmonary lobule. Radiology. 1969;93(3):507-12. Epub 1969/09/01. doi: 10.1148/93.3.507. PubMed PMID: 5822729.; Reid L. The secondary lobule in the adult human lung, with special reference to its appearance in bronchograms. Thorax. 1958;13(2):110-5. Epub 1958/06/01. doi: 10.1136/thx.13.2.110. PubMed PMID: 13569412; PMCID: PMC1018422.",Terminal/ Transitional Bronchioles (3-5 compose a secondary Pulm lobule),terminal bronchiole,UBERON:0002187,,Pulmonary Acinus defined by terminal bronchiole,Pulmonary Acinus,UBERON:0008874,,Respiratory bronchioles,respiratory bronchiole,UBERON:0002188,,Alveolar Ducts,pulmonary alveolar duct,UBERON:0002173,,Alveolus,pulmonary alveolus,UBERON:0002299,,pulmonary alveolar duct parenchyma,pulmonary alveolar parenchyma,UBERON:0008870,,alveolar type 1 fibroblast,alveolar type 1 fibroblast,CL:4028004,,,,,,33208946,doi: 10.1038/s41586-020-2922-4,"Travaglini KJ, Nabhan AN, Penland L, Sinha R, Gillich A, Sit RV, Chang S, Conley SD, Mori Y, Seita J, Berry GJ, Shrager JB, Metzger RJ, Kuo CS, Neff N, Weissman IL, Quake SR, Krasnow MA. A molecular cell atlas of the human lung from single-cell RNA sequencing. Nature. 2020;587(7835):619-25. Epub 2020/11/20. doi: 10.1038/s41586-020-2922-4. PubMed PMID: 33208946; PMCID: PMC7704697.",,WNT2,Wnt family member 2,HGNC:12780,TCF21,transcription factor 21 ,HGNC:11632,,,,,,,,,,,PCDH15,protocadherin related 15,HGNC:14674,PLIN2,perilipin 2,HGNC:248,,,,,,,,,,,,,Alveolus,pulmonary alveolus,UBERON:0002299,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,"Heitzman ER, Markarian B, Berger I, Dailey E. The secondary pulmonary lobule: a practical concept for interpretation of chest radiographs. I. Roentgen anatomy of the normal secondary pulmonary lobule. Radiology. 1969;93(3):507-12. Epub 1969/09/01. doi: 10.1148/93.3.507. PubMed PMID: 5822729.; Reid L. The secondary lobule in the adult human lung, with special reference to its appearance in bronchograms. Thorax. 1958;13(2):110-5. Epub 1958/06/01. doi: 10.1136/thx.13.2.110. PubMed PMID: 13569412; PMCID: PMC1018422.",Terminal/ Transitional Bronchioles (3-5 compose a secondary Pulm lobule),terminal bronchiole,UBERON:0002187,,Pulmonary Acinus defined by terminal bronchiole,Pulmonary Acinus,UBERON:0008874,,Respiratory bronchioles,respiratory bronchiole,UBERON:0002188,,Alveolar Ducts,pulmonary alveolar duct,UBERON:0002173,,Alveolus,pulmonary alveolus,UBERON:0002299,,pulmonary alveolar duct parenchyma,pulmonary alveolar parenchyma,UBERON:0008870,,lung pericyte,lung pericyte,CL:0009089,,,,,,34190345,doi: 10.1002/cphy.c200027,"Yuan K, Agarwal S, Chakraborty A, Condon DF, Patel H, Zhang S, Huang F, Mello SA, Kirk OI, Vasquez R, de Jesus Perez VA. Lung Pericytes in Pulmonary Vascular Physiology and Pathophysiology. Compr Physiol. 2021;11(3):2227-47.",,PDGFRB,platelet derived growth factor receptor beta,HGNC:8804,COX4I2,cytochrome c oxidase subunit 4I2 HGNC:16232,HGNC:16232,RERGL,RERG like,HGNC:26213,CSG4,,,,,,,CSPG4,chondroitin sulfate proteoglycan 4,HGNC:2466,PDGFRB,platelet derived growth factor receptor beta,HGNC:8804,TRPC6,transient receptor potential cation channel subfamily C member 6,HGNC:12338,,,,,,,,,,Alveolus,pulmonary alveolus,UBERON:0002299,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,"Heitzman ER, Markarian B, Berger I, Dailey E. The secondary pulmonary lobule: a practical concept for interpretation of chest radiographs. I. Roentgen anatomy of the normal secondary pulmonary lobule. Radiology. 1969;93(3):507-12. Epub 1969/09/01. doi: 10.1148/93.3.507. PubMed PMID: 5822729.; Reid L. The secondary lobule in the adult human lung, with special reference to its appearance in bronchograms. Thorax. 1958;13(2):110-5. Epub 1958/06/01. doi: 10.1136/thx.13.2.110. PubMed PMID: 13569412; PMCID: PMC1018422.",Terminal/ Transitional Bronchioles (3-5 compose a secondary Pulm lobule),terminal bronchiole,UBERON:0002187,,Pulmonary Acinus defined by terminal bronchiole,Pulmonary Acinus,UBERON:0008874,,Respiratory bronchioles,respiratory bronchiole,UBERON:0002188,,Alveolar Ducts,pulmonary alveolar duct,UBERON:0002173,,Alveolus,pulmonary alveolus,UBERON:0002299,,pulmonary alveolar duct parenchyma,pulmonary alveolar parenchyma,UBERON:0008870,,CAP1 general capillary aCap,capillary endothelial cell 1,CL:4028002,,,,,,33057196,doi: 10.1038/s41586-020-2822-7,"Gillich A, Zhang F, Farmer CG, Travaglini KJ, Tan SY, Gu M, Zhou B, Feinstein JA, Krasnow MA, Metzger RJ. Capillary cell-type specialization in the alveolus. Nature. 2020;586(7831):785-9. Epub 2020/10/16. . PubMed PMID: ; PMCID: PMC7721049.",,DTL,denticleless E3 ubiquitin protein ligase homolog,HGNC:30288,IL7R,interleukin 7 receptor ,HGNC:6024,APLNR,apelin receptor,HGNC:339,PLVAP,plasmalemma vesicle associated protein,HGNC:13635,GPIHBP1,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,HGNC:24945,,IL7R,interleukin 7 receptor ,HGNC:6024,APLNR,apelin receptor,HGNC:339,,,,,,,,,,,,,Alveolus,pulmonary alveolus,UBERON:0002299,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,"Heitzman ER, Markarian B, Berger I, Dailey E. The secondary pulmonary lobule: a practical concept for interpretation of chest radiographs. I. Roentgen anatomy of the normal secondary pulmonary lobule. Radiology. 1969;93(3):507-12. Epub 1969/09/01. doi: 10.1148/93.3.507. PubMed PMID: 5822729.; Reid L. The secondary lobule in the adult human lung, with special reference to its appearance in bronchograms. Thorax. 1958;13(2):110-5. Epub 1958/06/01. doi: 10.1136/thx.13.2.110. PubMed PMID: 13569412; PMCID: PMC1018422.",Terminal/ Transitional Bronchioles (3-5 compose a secondary Pulm lobule),terminal bronchiole,UBERON:0002187,,Pulmonary Acinus defined by terminal bronchiole,Pulmonary Acinus,UBERON:0008874,,Respiratory bronchioles,respiratory bronchiole,UBERON:0002188,,Alveolar Ducts,pulmonary alveolar duct,UBERON:0002173,,Alveolus,pulmonary alveolus,UBERON:0002299,,pulmonary alveolar duct parenchyma,pulmonary alveolar parenchyma,UBERON:0008870,,CAP2 aerocyte capillary gCap,capillary endothelial cell 2,CL:4028003,,,,,,33057196,doi: 10.1038/s41586-020-2822-7,"Gillich A, Zhang F, Farmer CG, Travaglini KJ, Tan SY, Gu M, Zhou B, Feinstein JA, Krasnow MA, Metzger RJ. Capillary cell-type specialization in the alveolus. Nature. 2020;586(7831):785-9. Epub 2020/10/16. . PubMed PMID: ; PMCID: PMC7721049.",,EDNRB,endothelin receptor type B,HGNC:3180,APLN,apelin,HGNC:16665,CA4/Car4,carbonic anhydrase 4,HGNC:1375,,,,,,,,EDNRB,endothelin receptor type B,HGNC:3180,APLN,apelin,HGNC:16665,CA4,carbonic anhydrase 4,HGNC:1375,,,,,,,,,,Alveolus,pulmonary alveolus,UBERON:0002299,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,"Heitzman ER, Markarian B, Berger I, Dailey E. The secondary pulmonary lobule: a practical concept for interpretation of chest radiographs. I. Roentgen anatomy of the normal secondary pulmonary lobule. Radiology. 1969;93(3):507-12. Epub 1969/09/01. doi: 10.1148/93.3.507. PubMed PMID: 5822729.; Reid L. The secondary lobule in the adult human lung, with special reference to its appearance in bronchograms. Thorax. 1958;13(2):110-5. Epub 1958/06/01. doi: 10.1136/thx.13.2.110. PubMed PMID: 13569412; PMCID: PMC1018422.",Interlobular Septa,Pulmonary Interlobular Septum,fma:84472,,Intersegmental Pulmonary Vein,Intersegmental Pulmonary Vein,fma:76965,,Pulmonary Vein endotheliim,Pulmonary Vein endotheliim,,,,,,,,,,,,,,,pulmonary venous endothelial cell,vein endothelial cell,CL:0002543,,,,,,34030460,doi: 10.1161/CIRCULATIONAHA.120.052318. ,"Schupp JC, Adams TS, Cosme C, Jr., Raredon MSB, Yuan Y, Omote N, Poli S, Chioccioli M, Rose KA, Manning EP, Sauler M, DeIuliis G, Ahangari F, Neumark N, Habermann AC, Gutierrez AJ, Bui LT, Lafyatis R, Pierce RW, Meyer KB, Nawijn MC, Teichmann SA, Banovich NE, Kropski JA, Niklason LE, Pe'er D, Yan X, Homer RJ, Rosas IO, Kaminski N. Integrated Single-Cell Atlas of Endothelial Cells of the Human Lung. Circulation. 2021;144(4):286-302.",,ACKR1,atypical chemokine receptor 1 (Duffy blood group),HGNC:4035,PDZRN4,PDZ domain containing ring finger 4,HGNC:30552,NRF2,nuclear receptor subfamily 2 group F member 2,HGNC:7976,,,,,,,,VWF,von Willebrand factor,HGNC:12726,EMCN,endomucin,HGNC:16041,ACKR1,atypical chemokine receptor 1 (Duffy blood group),HGNC:4035,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,"Heitzman ER, Markarian B, Berger I, Dailey E. The secondary pulmonary lobule: a practical concept for interpretation of chest radiographs. I. Roentgen anatomy of the normal secondary pulmonary lobule. Radiology. 1969;93(3):507-12. Epub 1969/09/01. doi: 10.1148/93.3.507. PubMed PMID: 5822729.; Reid L. The secondary lobule in the adult human lung, with special reference to its appearance in bronchograms. Thorax. 1958;13(2):110-5. Epub 1958/06/01. doi: 10.1136/thx.13.2.110. PubMed PMID: 13569412; PMCID: PMC1018422.",Interlobular Septa,Pulmonary Interlobular Septum,fma:84472,,Intersegmental Pulmonary Vein,Intersegmental Pulmonary Vein,fma:76965,,Pulmonary Vein endotheliim,Pulmonary Vein endotheliim,,,,,,,,,,,,,,,endothelial progenitors,endothelial progenitor cells,CL:0002619,,,,,,31233341,doi: 10.1164/rccm.201812-2312OC ,"Ren X, Ustiyan V, Guo M, Wang G, Bolte C, Zhang Y, Xu Y, Whitsett JA, Kalin TV, Kalinichenko VV. Postnatal Alveologenesis Depends on FOXF1 Signaling in c-KIT(+) Endothelial Progenitor Cells. Am J Respir Crit Care Med. 2019;200(9):1164-76.",,KIT,"KIT proto-oncogene, receptor tyrosine kinase",HGNC:6342,APLNR,apelin receptor,HGNC:339,,,,,,,,,,,KIT,"KIT proto-oncogene, receptor tyrosine kinase",HGNC:6342,APLNR,apelin receptor,HGNC:339,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,"Heitzman ER, Markarian B, Berger I, Dailey E. The secondary pulmonary lobule: a practical concept for interpretation of chest radiographs. I. Roentgen anatomy of the normal secondary pulmonary lobule. Radiology. 1969;93(3):507-12. Epub 1969/09/01. doi: 10.1148/93.3.507. PubMed PMID: 5822729.; Reid L. The secondary lobule in the adult human lung, with special reference to its appearance in bronchograms. Thorax. 1958;13(2):110-5. Epub 1958/06/01. doi: 10.1136/thx.13.2.110. PubMed PMID: 13569412; PMCID: PMC1018422.",Interlobular Septa,Pulmonary Interlobular Septum,fma:84472,,pulmonary lymphatic vessel,pulmonary lymphatic vessel,UBERON:0018227,,respiratory system lymphatic vessel endothelium,respiratory system lymphatic vessel endothelium,UBERON:0003529,,,,,,,,,,,,,,lymphatic endothelial cell,endothelial cell of respiratory system lymphatic vessel,CL:0009086,,,,,,33863980,doi: 10.1038/s41598-021-88064-3,"Nishino K, Yoshimatsu Y, Muramatsu T, Sekimoto Y, Mitani K, Kobayashi E, Okamoto S, Ebana H, Okada Y, Kurihara M, Suzuki K, Inazawa J, Takahashi K, Watabe T, Seyama K. Isolation and characterisation of lymphatic endothelial cells from lung tissues affected by lymphangioleiomyomatosis. Sci Rep. 2021;11(1):8406.",,MMRN1,multimerin 1,HGNC:7178,PROX1,prospero homeobox 1,HGNC:9459,PDPN,podoplanin,HGNC:29602,,,,,,,,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,HGNC:14687,NRP2,neuropilin 2,HGNC:8005,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,innate lymphoid cell,innate lymphoid cell,CL:0001065,,natural killer,natural killer,CL:0000623,,31354734,doi: 10.3389/fimmu.2019.01597,"Borger JG, Lau M, Hibbs ML. The Influence of Innate Lymphoid Cells and Unconventional T Cells in Chronic Inflammatory Lung Disease. Front Immunol. 2019;10:1597",,NKG7,natural killer cell granule protein 7,HGNC:7830,KLRD1,killer cell lectin like receptor D1,HGNC:6378,TBX21,T-box transcription factor 21,HGNC:11599,EOMES,eomesodermin,HGNC:3372,NKp46,natural cytotoxicity triggering receptor 1,HGNC:6731,,NCAM1,neural cell adhesion molecule 1,HGNC:7656,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,innate lymphoid cell,innate lymphoid cell,CL:0001065,,NK CD56bright,NK CD56bright,CL:0000938,,31354734,doi: 10.3389/fimmu.2019.01597,"Borger JG, Lau M, Hibbs ML. The Influence of Innate Lymphoid Cells and Unconventional T Cells in Chronic Inflammatory Lung Disease. Front Immunol. 2019;10:1597",,SPTSSB,serine palmitoyltransferase small subunit B,HGNC:24045,XCL1,X-C motif chemokine ligand 1,HGNC:10645,XCL2,X-C motif chemokine ligand 2,HGNC:10646,CD56,neural cell adhesion molecule 1,HGNC:7656,,,,,NCAM1,neural cell adhesion molecule 1,HGNC:7656,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,innate lymphoid cell,innate lymphoid cell,CL:0001065,,NK T cell,NK T cell,CL:0000814,,31354734,doi: 10.3389/fimmu.2019.01597,"Borger JG, Lau M, Hibbs ML. The Influence of Innate Lymphoid Cells and Unconventional T Cells in Chronic Inflammatory Lung Disease. Front Immunol. 2019;10:1597",,NCAM1,neural cell adhesion molecule 1,HGNC:7656,CD3E,CD3e molecule,HGNC:1674,,,,,,,,,,,NCAM1,neural cell adhesion molecule 1,HGNC:7656,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lymphoid cells of lung,lymphocyte,CL:0000542,,CD8+ T cell naive,CD8+ T cell naive,CL:0000900,,33590946,doi: 10.1111/febs.15770,"Zhang H, Weyand CM, Goronzy JJ. Hallmarks of the aging T-cell system. FEBS J. 2021;288(24):7123-42.",,CD8B,CD8b molecule,HGNC:1707,CCR7,C-C motif chemokine receptor 7,HGNC:1608,MYC,"MYC proto-oncogene, bHLH transcription factor",HGNC:7553,GMNN,geminin DNA replication inhibitor,HGNC:17493,,,,,CD3e,CD3e molecule,HGNC:1674,CD8A,CD8a molecule,HGNC:1706,CD8B,CD8b molecule,HGNC:1707,,,,,,,,,,,,,,
