"Anatomical Structures, Cell Types and Biomarkers Table for Large Intestine v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Teri A. Longacre; John Hickey; Yiing Lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-0935-7300; 0000-0001-5675-3974; 0000-0002-0317-7608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Aaron Horning; Mark Arends; Ellen Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0003-3247-0798; 0000-0002-6826-8770; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,DOI: 10.1007/978-1-4939-0897-4_3; DOI: 10.1111/j.1440-1827.1989.tb02421.x; DOI: 10.1016/j.immuni.2020.02.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM494.RRLD.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,5/6/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/4/NOTES,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES,REF/3,REF/3/DOI
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,muscularis propria,muscle layer of colon,UBERON:0012489,myenteric plexus of Auerbach,myenteric plexus of Auerbach,UBERON:0002439,,fibroblast,fibroblast,CL:0000057,,Col6A1,,HGNC:2211,Col6A2,,HGNC:2212,,,,,,,,,,,,,Col6A1,,HGNC:2211,Col6A2,,HGNC:2212,,,,,,,,,,,,,,,,PMID: 24997029,DOI: 10.1007/978-1-4939-0897-4_3,,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,muscularis propria,muscle layer of colon,UBERON:0012489,myenteric plexus of Auerbach,myenteric plexus of Auerbach,UBERON:0002439,,arteriole endothelium,endothelial cell of arteriole,CL:1000412,,CD31,PECAM1,HGNC:8823,CD34,,HGNC:1662,CD36,,HGNC:1663,,,,,,,,,,CD31,PECAM1,HGNC:8823,CD34,,HGNC:1662,CD36,,HGNC:1663,,,,,,,,,,,,,PMID: 24997029,DOI: 10.1007/978-1-4939-0897-4_3,,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,muscularis propria,muscle layer of colon,UBERON:0012489,myenteric plexus of Auerbach,myenteric plexus of Auerbach,UBERON:0002439,,venule endothelium,endothelial cell of venule,CL:1000414,,CD31,PECAM1,HGNC:8823,CD34,,HGNC:1662,CD36,,HGNC:1663,,,,,,,,,,CD31,PECAM1,HGNC:8823,CD34,,HGNC:1662,CD36,,HGNC:1663,,,,,,,,,,,,,PMID: 24997029,DOI: 10.1007/978-1-4939-0897-4_3,,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,muscularis propria,muscle layer of colon,UBERON:0012489,myenteric plexus of Auerbach,myenteric plexus of Auerbach,UBERON:0002439,,lymphatic endothelium,endothelial cell of lymphatic vessel,CL:0002138,,PDL1,,HGNC:17635,CD56,,HGNC:7656,PGP9.5,,HGNC:12513,,,,,,,,,,PDL1,,HGNC:17635,CD56,,HGNC:7656,PGP9.5,,HGNC:12513,,,,,,,,,,,,,PMID: 24997029,DOI: 10.1007/978-1-4939-0897-4_3,,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,muscularis propria,muscle layer of colon,UBERON:0012489,myenteric plexus of Auerbach,myenteric plexus of Auerbach,UBERON:0002439,,pericyte,pericyte cell,CL:0000669,,PDGFRB,,HGNC:8804,,,,,,,,,,,,,,,,PDGFRB,,HGNC:8804,,,,,,,,,,,,,,,,,,,PMID: 24997029,DOI: 10.1007/978-1-4939-0897-4_3,,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,muscularis propria,muscle layer of colon,UBERON:0012489,longitudinal muscle layer,longitudinal muscle layer,UBERON:0012399,,muscle,smooth muscle cell of large intestine,CL:1000279,,aSMA,,HGNC:130,smoothelin,,HGNC:11126,,,,,,,,,,,,,aSMA,,HGNC:130,smoothelin,,HGNC:11126,,,,,,,,,,,,,,,,PMID: 24997029,DOI: 10.1007/978-1-4939-0897-4_3,,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,muscularis propria,muscle layer of colon,UBERON:0012489,longitudinal muscle layer,longitudinal muscle layer,UBERON:0012399,,fibroblast,fibroblast,CL:0000057,,Col6A1,,HGNC:2211,Col6A2,,HGNC:2212,,,,,,,,,,,,,Col6A1,,HGNC:2211,Col6A2,,HGNC:2212,,,,,,,,,,,,,,,,PMID: 24997029,DOI: 10.1007/978-1-4939-0897-4_3,,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,muscularis propria,muscle layer of colon,UBERON:0012489,longitudinal muscle layer,longitudinal muscle layer,UBERON:0012399,,nerve,Schwann cell,CL:0002573,,S100,,HGNC:1050,SOX10,,HGNC:1119,PGP9.5,,HGNC:12513,,,,,,,,,,S100,,HGNC:1050,SOX10,,HGNC:1119,PGP9.5,,HGNC:12513,,,,,,,,,,,,,PMID: 24997029,DOI: 10.1007/978-1-4939-0897-4_3,,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,muscularis propria,muscle layer of colon,UBERON:0012489,longitudinal muscle layer,longitudinal muscle layer,UBERON:0012399,,arteriole endothelium,endothelial cell of arteriole,CL:1000412,,CD31,PECAM1,HGNC:8823,CD34,,HGNC:1662,CD36,,HGNC:1663,,,,,,,,,,CD31,PECAM1,HGNC:8823,CD34,,HGNC:1662,CD36,,HGNC:1663,,,,,,,,,,,,,PMID: 24997029,DOI: 10.1007/978-1-4939-0897-4_3,,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,muscularis propria,muscle layer of colon,UBERON:0012489,longitudinal muscle layer,longitudinal muscle layer,UBERON:0012399,,venule endothelium,endothelial cell of venule,CL:1000414,,CD31,PECAM1,HGNC:8823,CD34,,HGNC:1662,CD36,,HGNC:1663,,,,,,,,,,CD31,PECAM1,HGNC:8823,CD34,,HGNC:1662,CD36,,HGNC:1663,,,,,,,,,,,,,PMID: 24997029,DOI: 10.1007/978-1-4939-0897-4_3,,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,muscularis propria,muscle layer of colon,UBERON:0012489,longitudinal muscle layer,longitudinal muscle layer,UBERON:0012399,,lymphatic endothelium,endothelial cell of lymphatic vessel,CL:0002138,,CD31,PECAM1,HGNC:8823,podoplanin,,HGNC:29602,,,,,,,,,,,,,CD31,PECAM1,HGNC:8823,podoplanin,,HGNC:29602,,,,,,,,,,,,,,,,PMID: 24997029,DOI: 10.1007/978-1-4939-0897-4_3,,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,muscularis propria,muscle layer of colon,UBERON:0012489,longitudinal muscle layer,longitudinal muscle layer,UBERON:0012399,,pericyte,pericyte cell,CL:0000669,,CD31,PECAM1,HGNC:8823,,,,,,,,,,,,,,,,PDGFRB,,HGNC:8804,,,,,,,,,,,,,,,,,,,PMID: 24997029,DOI: 10.1007/978-1-4939-0897-4_3,,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,subserosa,subserosa,UBERON:0012375,subserosa,subserosa,UBERON:0012375,,fibroblast,fibroblast,CL:0000057,,Col6A1,,HGNC:2211,Col6A2,,HGNC:2212,,,,,,,,,,,,,Col6A1,,HGNC:2211,Col6A2,,HGNC:2212,,,,,,,,,,,,,,,,ISBN-13: 978-1496398949,No DOI,,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,subserosa,subserosa,UBERON:0012375,subserosa,subserosa,UBERON:0012375,,nerve,Schwann cell,CL:0002573,,S100,,HGNC:1050,SOX10,,HGNC:1119,PGP9.5,,HGNC:12513,,,,,,,,,,S100,,HGNC:1050,SOX10,,HGNC:1119,PGP9.5,,HGNC:12513,,,,,,,,,,,,,ISBN-13: 978-1496398949,No DOI,pages 653-654,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,subserosa,subserosa,UBERON:0012375,subserosa,subserosa,UBERON:0012375,,arteriole endothelium,endothelial cell of arteriole,CL:1000412,,CD31,PECAM1,HGNC:8823,CD34,,HGNC:1662,CD36,,HGNC:1663,,,,,,,,,,CD31,PECAM1,HGNC:8823,CD34,,HGNC:1662,CD36,,HGNC:1663,,,,,,,,,,,,,ISBN-13: 978-1496398949,No DOI,pages 653-654,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,subserosa,subserosa,UBERON:0012375,subserosa,subserosa,UBERON:0012375,,venule endothelium,endothelial cell of venule,CL:1000414,,CD31,PECAM1,HGNC:8823,CD34,,HGNC:1662,CD36,,HGNC:1663,,,,,,,,,,CD31,PECAM1,HGNC:8823,CD34,,HGNC:1662,CD36,,HGNC:1663,,,,,,,,,,,,,ISBN-13: 978-1496398949,No DOI,pages 653-654,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,subserosa,subserosa,UBERON:0012375,subserosa,subserosa,UBERON:0012375,,lymphatic endothelium,endothelial cell of lymphatic vessel,CL:0002138,,CD31,PECAM1,HGNC:8823,podoplanin,,HGNC:29602,,,,,,,,,,,,,CD31,PECAM1,HGNC:8823,podoplanin,,HGNC:29602,,,,,,,,,,,,,,,,ISBN-13: 978-1496398949,No DOI,pages 653-654,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,subserosa,subserosa,UBERON:0012375,subserosa,subserosa,UBERON:0012375,,adipocyte,fat cell,CL:0000136,,S100,,HGNC:1050,,,,,,,,,,,,,,,,S100,,HGNC:1050,,,,,,,,,,,,,,,,,,,ISBN-13: 978-1496398949,No DOI,pages 653-654,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,subserosa,subserosa,UBERON:0012375,subserosa,subserosa,UBERON:0012375,,pericyte,pericyte cell,CL:0000669,,PDGFRB,,HGNC:8804,,,,,,,,,,,,,,,,PDGFRB,,HGNC:8804,,,,,,,,,,,,,,,,,,,ISBN-13: 978-1496398949,No DOI,pages 653-654,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,tenia coli,tenia coli,UBERON:0012419,mesocolic coli,mesocolic coli,UBERON:0012419,,smooth muscle,smooth muscle,CL:0000192,,aSMA,,HGNC:130,,,,,,,,,,,,,,,,aSMA,,HGNC:130,,,,,,,,,,,,,,,,,,,ISBN-13: 978-1496398949,No DOI,page 641,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,tenia coli,tenia coli,UBERON:0012419,free coli,free coli,UBERON:0012419,,smooth muscle,smooth muscle,CL:0000192,,aSMA,,HGNC:130,,,,,,,,,,,,,,,,aSMA,,HGNC:130,,,,,,,,,,,,,,,,,,,ISBN-13: 978-1496398949,No DOI,page 641,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,tenia coli,tenia coli,UBERON:0012419,omental coli,omental coli,UBERON:0012419,,smooth muscle,smooth muscle,CL:0000192,,aSMA,,HGNC:130,,,,,,,,,,,,,,,,aSMA,,HGNC:130,,,,,,,,,,,,,,,,,,,ISBN-13: 978-1496398949,No DOI,page 641,,,,,
large intestine,large intestine,UBERON:0000059,hepatic flexure,hepatic flexure of colon,UBERON:0022277,serosa,serosa,UBERON:0003335,serosa,serosa,UBERON:0003335,,mesothelial cell,mesothelial cell of visceral peritoneum,CL:1000457,,keratin 8,,HGNC:6446,keratin 18,,HGNC:6430,calretinin,,HGNC:1435,,,,,,,,,,keratin 8,,HGNC:6446,keratin 18,,HGNC:6430,calretinin,,HGNC:1435,,,,,,,,,,,,,ISBN-13: 978-1496398949,No DOI,pages 653-654,,,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,mucosa,UBERON:0004989,epithelium,colonic epithelium,UBERON:0000397,,absorptive,enterocyte of epithelium of large intestine,CL:0002071,,keratin 20,,HGNC:20412,BEST4,,HGNC:17106,,,,,,,,,,,,,keratin 20,,HGNC:20412,BEST4,,HGNC:17106,,,,,,,,,,,,,,,,PMID: 32814826 PMCID: PMC7438495,DOI: 10.1038/s42003-020-01181-z,,,,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,mucosa,UBERON:0004989,epithelium,colonic epithelium,UBERON:0000397,,goblet,large intestine crypt goblet cell,CL:1000321,,keratin 20,,HGNC:20412,MUC2,,HGNC:7512,,,,,,,,,,,,,keratin 20,,HGNC:20412,MUC2,,HGNC:7512,,,,,,,,,,,,,,,,PMID: 32814826 PMCID: PMC7438495,DOI: 10.1038/s42003-020-01181-z,,,,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,mucosa,UBERON:0004989,epithelium,epithelium of crypt of Lieberkuhn,UBERON:0011184,,epithelial stem cell,intestinal crypt stem cell of large intestine,CL:0009016,,RGMB,,HGNC:26896,SOX9,,HGNC:11204,CD44,,HGNC:1681,Lgr5,,HGNC:4504,LRIG1,,HGNC:17360,SMOC2,,HGNC:20323,RGMB,,HGNC:26896,SOX9,,HGNC:11204,CD44,,HGNC:1681,Lgr5,,HGNC:4504,LRIG1,,HGNC:17360,SMOC2,,HGNC:20323,1,,,PMID: 17934449,DOI: 10.1038/nature06196,,,,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,mucosa,UBERON:0004989,epithelium,epithelium of crypt of Lieberkuhn,UBERON:0011184,,Paneth,,CL:0009009,,defensin alpha 5,,HGNC:2764,,,,,,,,,,,,,,,,defensin alpha 5,,HGNC:2764,,,,,,,,,,,,,,,,1,,,PMID: 19269007,DOI: 10.1016/j.humpath.2008.12.003,,,,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,mucosa,UBERON:0004989,epithelium,epithelium of crypt of Lieberkuhn,UBERON:0011184,,neuroendocrine,,CL:0000165,,chromogranin A,,HGNC:1929,synaptophysin,,HGNC:11506,INSM1,,HGNC:6090,INSL5,,HGNC:6088,,,,,,,chromogranin A,,HGNC:1929,synaptophysin,,HGNC:11506,INSM1,,HGNC:6090,INSL5,,HGNC:6088,,,,,,,1,,,PMID: 31390635 PMCID: PMC6888884,DOI: 10.1159/000501521,,PMID: 23128569,DOI: 10.3892/or.2012.2119,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,mucosa,UBERON:0004989,epithelium,epithelium of crypt of Lieberkuhn,UBERON:0011184,,absorptive,enterocyte of epithelium of large intestine,CL:0002071,,keratin 20,,HGNC:20412,BEST4,,HGNC:17106,,,,,,,,,,,,,keratin 20,,HGNC:20412,BEST4,,HGNC:17106,,,,,,,,,,,,,1,,,PMID: 32814826 PMCID: PMC7438495,DOI: 10.1038/s42003-020-01181-z,,,,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,mucosa,UBERON:0004989,epithelium,epithelium of crypt of Lieberkuhn,UBERON:0011184,,goblet,large intestine crypt goblet cell,CL:1000321,,keratin 20,,HGNC:20412,MUC2,,HGNC:7512,,,,,,,,,,,,,keratin 20,,HGNC:20412,MUC2,,HGNC:7512,,,,,,,,,,,,,1,,,PMID: 32814826 PMCID: PMC7438495,DOI: 10.1038/s42003-020-01181-z,,,,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,mucosa,UBERON:0004989,epithelium,epithelium of crypt of Lieberkuhn,UBERON:0011184,,transient amplifying cell,,CL:0009011,,keratin 20,,HGNC:20412,,,,,,,,,,,,,,,,keratin 20,,HGNC:20412,,,,,,,,,,,,,,,,1,,,PMID: 32814826 PMCID: PMC7438495,DOI: 10.1038/s42003-020-01181-z,,,,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,mucosa,UBERON:0004989,epithelium,epithelium of crypt of Lieberkuhn,UBERON:0011184,,tuft cell,,CL:0019032,,keratin 20,,HGNC:20412,DCLK1,,HGNC:2700,TRPM5,,HGNC:14323,POU2F3,,HGNC:19864,PTGS1,COX-1,HGNC:9604,,,,keratin 20,,HGNC:20412,DCLK1,,HGNC:2700,TRPM5,,HGNC:14323,POU2F3,,HGNC:19864,PTGS1,COX-1,HGNC:9604,,,,1,,,PMID: 32814826 PMCID: PMC7438495,DOI: 10.1038/s42003-020-01181-z,,PMID: 31767912 PMCID: PMC6877571,DOI: 10.1038/s41598-019-53997-3,,PMID: 30782851 PMCID: PMC6383804,DOI: 10.4049/jimmunol.1801069
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,colonic mucosa,UBERON:0000317,lymphocyte,colonic epithelium,UBERON:0000397,,surface intraepithelial CD8+ alph alpha positive alpha/beta lymphocyte,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CL:0000915,,CD3,,HGNC:1676,CD7,,HGNC:1695,CD2,,HGNC:1639,CD5,,HGNC:1685,CD3-TCR,,HGNC:1673,CD8,,HGNC:1706,CD3,,HGNC:1676,CD7,,HGNC:1695,CD2,,HGNC:1639,CD5,,HGNC:1685,TCR alpha/beta,,HGNC:1673,CD8,,HGNC:1706,1,,,PMID: 7495755,DOI: 10.1093/intimm/7.9.1473,,,,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,colonic mucosa,UBERON:0000317,lymphocyte,colonic epithelium,UBERON:0000397,,surface intraepithelial CD8+ lymphocyte gamma/delta,,CL:0008364,,CD3,,HGNC:1676,CD7,,HGNC:1695,CD2,,HGNC:1639,CD5,,HGNC:1685,CD3-TCR,,HGNC:1673,CD8,,HGNC:1706,CD3,,HGNC:1676,CD7,,HGNC:1695,CD2,,HGNC:1639,CD5,,HGNC:1685,TCR gamma/delta,,HGNC:1673,,,HGNC:1706,1,,,PMID: 7495755,DOI: 10.1093/intimm/7.9.1473,,,,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,colonic mucosa,UBERON:0000317,lymphocyte,colonic epithelium,UBERON:0000397,,surface intraepithelial CD8+ alph beta positive alpha/beta lymphocyte,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CL:0000796,,CD3,,HGNC:1676,CD7,,HGNC:1695,CD2,,HGNC:1639,CD5,,HGNC:1685,CD3-TCR,,HGNC:1673,CD8,,HGNC:1706,CD3,,HGNC:1676,CD7,,HGNC:1695,CD2,,HGNC:1639,CD5,,HGNC:1685,TCR alpha/beta,,HGNC:1673,CD8,,HGNC:1706,1,,,PMID: 7495755,DOI: 10.1093/intimm/7.9.1473,,,,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,colonic mucosa,UBERON:0000317,lymphcyte,colonic epithelium,UBERON:0000397,,surface intraepithelial CD4+ lymphocyte,"CD4-positive, alpha-beta intraepithelial T cell",CL:0000793,,CD3,,HGNC:1676,CD7,,HGNC:1695,CD2,,HGNC:1639,CD5,,HGNC:1685,CD3-TCR,,HGNC:1673,CD4,,HGNC:1678,CD3,,HGNC:1676,CD7,,HGNC:1695,CD2,,HGNC:1695,CD5,,HGNC:1685,TCR alpha/beta,,HGNC:1673,CD4,,HGNC:1678,1,,,PMID: 7495755,DOI: 10.1093/intimm/7.9.1473,,,,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,colonic mucosa,UBERON:0000317,lymphocyte,colonic epithelium,UBERON:0000397,,surface intraepithelial CD4-CD8- lymphocyte alpha/beta,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CL:0000935,,CD3,,HGNC:1676,CD7,,HGNC:1695,CD2,,HGNC:1639,CD5,,HGNC:1685,CD3-TCR,,HGNC:1673,,,,CD3,,HGNC:1676,CD7,,HGNC:1695,CD2,,HGNC:1695,CD5,,HGNC:1685,TCR alpha/beta,,HGNC:1673,,,,1,,,PMID: 7495755,DOI: 10.1093/intimm/7.9.1473,,,,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,colonic mucosa,UBERON:0000317,crypt,crypt,UBERON:0013485,,eosinophil,mature eosinophil,CL:0000041,,CD11b,,HGNC:6149,CD294,,HGNC:4502,,,,,,,,,,,,,CD11b,,HGNC:6149,CD294,,HGNC:4502,,,,,,,,,,,,,1,,,PMID: 32160523 PMCID: PMC7155934,DOI: 10.1016/j.immuni.2020.02.001,,,,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,colonic mucosa,UBERON:0000317,lamina propria,lamina propria,UBERON:0007177,,subepithelial membrane,,,,aSMA,,HGNC:130,,,,,,,,,,,,,,,,aSMA,,HGNC:130,,,,,,,,,,,,,,,,1,,,PMID: 2618659,DOI: 10.1111/j.1440-1827.1989.tb02421.x,,PMID: 12969318,DOI: 10.1034/j.1600-065x.2003.00072.x,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,colonic mucosa,UBERON:0000317,lamina propria,lamina propria,UBERON:0007177,,pericryptal fibroblastic sheath,,,,aSMA,,HGNC:130,,,,,,,,,,,,,,,,aSMA,,HGNC:130,,,,,,,,,,,,,,,,,,,PMID: 2618659,DOI: 10.1111/j.1440-1827.1989.tb02421.x,,PMID: 12969318,DOI: 10.1034/j.1600-065x.2003.00072.x,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,colonic mucosa,UBERON:0000317,lamina propria,lamina propria,UBERON:0007177,,capillary endothelium,capillary endothelial cell,CL:0002144,,CD31,PECAM1,HGNC:8823,CD34,,HGNC:1662,CD36,,HGNC:1663,,,,,,,,,,CD31,PECAM1,HGNC:8823,CD34,,HGNC:1662,CD36,,HGNC:1663,,,,,,,,,,,,,PMID: 2618659,DOI: 10.1111/j.1440-1827.1989.tb02421.x,,PMID: 12969318,DOI: 10.1034/j.1600-065x.2003.00072.x,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,colonic mucosa,UBERON:0000317,lamina propria,lamina propria,UBERON:0007177,,lymphatic endothelium,endothelial cell of lymphatic vessel,CL:0002138,,CD31,PECAM1,HGNC:8823,podoplanin,,HGNC:29602,,,,,,,,,,,,,CD31,PECAM1,HGNC:8823,podoplanin,,HGNC:29602,,,,,,,,,,,,,,,,PMID: 2618659,DOI: 10.1111/j.1440-1827.1989.tb02421.x,,PMID: 12969318,DOI: 10.1034/j.1600-065x.2003.00072.x,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,colonic mucosa,UBERON:0000317,lamina propria,lamina propria,UBERON:0007177,,pericyte,pericyte cell,CL:0000669,,PDGFRB,,HGNC:8804,,,,,,,,,,,,,,,,PDGFRB,,HGNC:8804,,,,,,,,,,,,,,,,,,,PMID: 2618659,DOI: 10.1111/j.1440-1827.1989.tb02421.x,,PMID: 12969318,DOI: 10.1034/j.1600-065x.2003.00072.x,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,colonic mucosa,UBERON:0000317,lamina propria,lamina propria,UBERON:0007177,,myofibroblast,myofibroblast cell,CL:0000186,,aSMA,,HGNC:130,,,,,,,,,,,,,,,,aSMA,,HGNC:130,,,,,,,,,,,,,,,,,,,PMID: 2618659,DOI: 10.1111/j.1440-1827.1989.tb02421.x,,PMID: 12969318,DOI: 10.1034/j.1600-065x.2003.00072.x,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,colonic mucosa,UBERON:0000317,lamina propria,lamina propria,UBERON:0007177,,fibroblast,fibroblast,CL:0000057,,Col6A1,,HGNC:2211,Col6A2,,HGNC:2212,,,,,,,,,,,,,Col6A1,,HGNC:2211,Col6A2,,HGNC:2212,,,,,,,,,,,,,,,,PMID: 2618659,DOI: 10.1111/j.1440-1827.1989.tb02421.x,,PMID: 12969318,DOI: 10.1034/j.1600-065x.2003.00072.x,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,colonic mucosa,UBERON:0000317,lamina propria,lamina propria,UBERON:0007177,,nerve/schwann cell,Schwann cell,CL:0002573,,S100,,HGNC:1050,CD56,,HGNC:7656,PGP9.5,,HGNC:12513,,,,,,,,,,CD274/PDL1,,HGNC:1050,CD56,,HGNC:7656,PGP9.5,,HGNC:12513,,,,,,,,,,,,,PMID: 2618659,DOI: 10.1111/j.1440-1827.1989.tb02421.x,,PMID: 12969318,DOI: 10.1034/j.1600-065x.2003.00072.x,,,
large intestine,large intestine,UBERON:0000059,transverse colon,transverse colon,UBERON:0001157,mucosa,colonic mucosa,UBERON:0000317,lamina propria,lamina propria,UBERON:0007177,,ganglion,,,,peripherin,,HGNC:9461,MAP-2,,HGNC:6839,,,,,,,,,,,,,peripherin,,HGNC:9461,MAP-2,,HGNC:6839,,,,,,,,,,,,,,,,PMID: 2618659,DOI: 10.1111/j.1440-1827.1989.tb02421.x,,PMID: 12969318,DOI: 10.1034/j.1600-065x.2003.00072.x,,,
