"Anatomical Structures, Cell Types and Biomarkers Table for Brain v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Jeremy A. Miller; Raymond Sanchez; Richard Scheuermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0003-4549-588X; 0000-0001-9141-090X; 0000-0003-1355-892X ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Ed Lein; David Osumi-Sutherland; Ellen M. Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0001-9012-6552; 0000-0002-7073-9172; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"DOI: 10.1002/cne.24080, DOI: 10.1038/s41586-021-03465-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM527.JQCW.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,5/6/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,All Gene Biomarkers,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 SST KLHL1,Inh L5-6 SST KLHL1 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015057,,"KLHL14, NDST4, SLC17A8",KLHL14,,,NDST4,,,SLC17A8,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L6 SST TH,Inh L6 SST TH primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015058,,"LOC100128108, TH",LOC100128108,,,TH,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 PVALB KCNIP2,Inh L5-6 PVALB KCNIP2 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015059,,"GPC5, NPFFR2, VAV3",GPC5,,,NPFFR2,,,VAV3,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 PVALB ZFPM2-AS1,Inh L5-6 PVALB ZFPM2-AS1 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015060,,"PCDH15, SEMA6D, ZFPM2_AS1",PCDH15,,,SEMA6D,,,ZFPM2_AS1,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3-5 PVALB ISG20,Inh L3-5 PVALB ISG20 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015061,,"LOC101926942, LOC105377862, SV2C",LOC101926942,,,LOC105377862,,,SV2C,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5 PVALB LRIG3,Inh L5 PVALB LRIG3 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015062,,"CDH6, GPC5, PLCE1",CDH6,,,GPC5,,,PLCE1,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L2-5 PVALB HHIPL1,Inh L2-5 PVALB HHIPL1 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015063,,"ADAMTS17, ADAMTS20, MDFIC",ADAMTS17,,,ADAMTS20,,,MDFIC,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L2-5 PVALB RPH3AL,Inh L2-5 PVALB RPH3AL primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015064,,"ARHGAP42, MYO5B, POSTN, WIF1",ARHGAP42,,,MYO5B,,,POSTN,,,WIF1,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3 PVALB SAMD13,Inh L3 PVALB SAMD13 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015065,,"LOC101928964, SULF1",LOC101928964,,,SULF1,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-2 PVALB CDK20,Inh L1-2 PVALB CDK20 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015066,,"ADAMTS12, SYT10, TMEM132C",ADAMTS12,,,SYT10,,,TMEM132C,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L2 PVALB FRZB,Inh L2 PVALB FRZB primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015067,,"CBLN4, RGS5, SLC9A9",CBLN4,,,RGS5,,,SLC9A9,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-2 SST CLIC6,Inh L1-2 SST CLIC6 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015068,,"ARHGAP42, NEDD4, TAC1",ARHGAP42,,,NEDD4,,,TAC1,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 PVALB GAPDHP60,Inh L5-6 PVALB GAPDHP60 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015069,,"GPC5, MYBPC1, SEMA3C",GPC5,,,MYBPC1,,,SEMA3C,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 PVALB FAM150B,Inh L5-6 PVALB FAM150B primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015070,,"FAM150B, MYBPC1, TNC",FAM150B,,,MYBPC1,,,TNC,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 PVALB MEPE,Inh L5-6 PVALB MEPE primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015071,,"MEPE, MYBPC1, SVIL",MEPE,,,MYBPC1,,,SVIL,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-6 PVALB COL15A1 (Chandelier),Inh L1-6 PVALB COL15A1 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015072,,"COL15A1, NPNT",COL15A1,,,NPNT,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L2 LAMP5 KCNG3,Exc L2 LAMP5 KCNG3 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015073,,"FAM163A, LOC101927668, SAMD3",FAM163A,,,LOC101927668,,,SAMD3,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L2 LINC00507 ATP7B,Exc L2 LINC00507 ATP7B primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015074,,"ACVR1C, LOC105377209",ACVR1C,,,LOC105377209,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L2 LINC00507 GLRA3,Exc L2 LINC00507 GLRA3 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015075,,"LINC01378, LOC101928278, SERPINE2",LINC01378,,,LOC101928278,,,SERPINE2,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L2-3 RORB RTKN2,Exc L2-3 RORB RTKN2 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015076,,"LOC101927745, LOC105376987, PLCH1, RMST",LOC101927745,,,LOC105376987,,,PLCH1,,,RMST,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L2-3 LINC00507 DSG3,Exc L2-3 LINC00507 DSG3 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015077,,"BDNF, BMPR1B, LOC105379003",BDNF,,,BMPR1B,,,LOC105379003,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3 LAMP5 CARM1P1,Exc L3 LAMP5 CARM1P1 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015078,,"EPB41L4A, SV2C, SYT2",EPB41L4A,,,SV2C,,,SYT2,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L2-3 RORB CCDC68,Exc L2-3 RORB CCDC68 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015080,,"COBLL1, COL5A2, PRSS12",COBLL1,,,COL5A2,,,PRSS12,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L2-3 RORB PTPN3,Exc L2-3 RORB PTPN3 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015081,,"COL5A2, LOC105370610, LOC105378334, RORB",COL5A2,,,LOC105370610,,,LOC105378334,,,RORB,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3 THEMIS ENPEP,Exc L3 THEMIS ENPEP primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015082,,"FAP, LAMA2, LOC101928964, LOC105376081",FAP,,,LAMA2,,,LOC101928964,,,LOC105376081,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3-5 RORB TNNT2,Exc L3-5 RORB TNNT2 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015083,,"FSHR, LOC100507562, LOC105376081",FSHR,,,LOC100507562,,,LOC105376081,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3-5 RORB LAMA4,Exc L3-5 RORB LAMA4 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015084,,"KCNH8, LOC100128497, LOC101927281, LOC105376081, TRP",KCNH8,,,LOC100128497,,,LOC101927281,,,LOC105376081,,,TRP,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 THEMIS VILL,Exc L5 THEMIS VILL primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015085,,"DACH1, LOC101927389, TNC",DACH1,,,LOC101927389,,,TNC,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3 RORB OTOGL,Exc L3 RORB OTOGL primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015086,,"COL22A1, RMST",COL22A1,,,RMST,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3-5 RORB LINC01202,Exc L3-5 RORB LINC01202 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015087,,"LOC101927874, LOC105374971, LOC105376081, LOC105377703",LOC101927874,,,LOC105374971,,,LOC105376081,,,LOC105377703,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
